,route_long_name,g_trip_headsign,route_id,route_short_name,direction_id,variation_route_id,first_stop_id,last_stop_id,first_stop_name,last_stop_name,num_stops,first_stop_point,last_stop_point
BR362,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237301,8460B5237101,Terryland Retail Pk,Headford Road,16,POINT (-9.0465544230622 53.2847204380351),POINT (-9.0524888534531 53.2766064623257)
BR363,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237301,8460B526031,Terryland Retail Pk,Maigh Riocaird,16,POINT (-9.0465544230622 53.2847204380351),POINT (-9.02461644620442 53.298625741578)
BR364,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237501,8460B5238301,Castlelawn Heights,Cairéal Mór,16,POINT (-9.04816758456577 53.2881304870499),POINT (-9.03403579562034 53.2960639255477)
BR365,Eyre Square - Bóthar an Chóiste,Bothar an Choiste,407,407,0,4023_65532,8460B5237501,8460B5238501,Castlelawn Heights,Cluain Riocard,16,POINT (-9.04816758456577 53.2881304870499),POINT (-9.02743603395155 53.297343249042)
BR366,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5241201,Maigh Riocard,Eyre Square,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04988310997304 53.2749038400661)
BR367,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5225901,Maigh Riocard,Franciscan Friary,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.05329013215602 53.2750445559238)
BR368,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5240901,Maigh Riocard,Terryland Retail Pk,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04589286396918 53.2852654885845)
BR369,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526061,Maigh Riocard,St Francis NS,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04299678405031 53.2901260946036)
BR370,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526081,Maigh Riocard,Tirellan Heights,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04628599734936 53.2915352737117)
BR371,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526091,Maigh Riocard,Crestwood,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04819932147599 53.291877970552)
BR372,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5241001,Maigh Riocard,Galway Centre,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04862092292631 53.2809185682991)
BR373,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5254101,Maigh Riocard,Woodquay Court,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.05232505584307 53.2766528452468)
BR374,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526101,Maigh Riocard,Castlelawn Heights,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.0479876437238 53.288132068404)
BR375,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5239201,Maigh Riocard,Headford Road,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.03804133270882 53.2923622618611)
BR376,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B526071,Maigh Riocard,Tirellan Heights,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.04371133916655 53.2911354235892)
BR377,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238601,8460B5239101,Maigh Riocard,Cairéal Mór,16,POINT (-9.02427211747256 53.2986556612522),POINT (-9.0336871552637 53.2959141615161)
BR378,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B5241201,Lochan,Eyre Square,16,POINT (-9.02740388067188 53.2972536518899),POINT (-9.04988310997304 53.2749038400661)
BR379,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B5225901,Lochan,Franciscan Friary,16,POINT (-9.02740388067188 53.2972536518899),POINT (-9.05329013215602 53.2750445559238)
BR380,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B526101,Lochan,Castlelawn Heights,16,POINT (-9.02740388067188 53.2972536518899),POINT (-9.0479876437238 53.288132068404)
BR381,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B526071,Lochan,Tirellan Heights,16,POINT (-9.02740388067188 53.2972536518899),POINT (-9.04371133916655 53.2911354235892)
BR382,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B526081,Lochan,Tirellan Heights,16,POINT (-9.02740388067188 53.2972536518899),POINT (-9.04628599734936 53.2915352737117)
BR383,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B5240901,Lochan,Terryland Retail Pk,16,POINT (-9.02740388067188 53.2972536518899),POINT (-9.04589286396918 53.2852654885845)
BR384,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238801,8460B5241201,Árd An Chóiste,Eyre Square,16,POINT (-9.03088969283087 53.2962349584752),POINT (-9.04988310997304 53.2749038400661)
BR385,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238801,8460B5225901,Árd An Chóiste,Franciscan Friary,16,POINT (-9.03088969283087 53.2962349584752),POINT (-9.05329013215602 53.2750445559238)
BR386,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238801,8460B5254101,Árd An Chóiste,Woodquay Court,16,POINT (-9.03088969283087 53.2962349584752),POINT (-9.05232505584307 53.2766528452468)
BR387,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239101,8460B5241201,Cairéal Mór,Eyre Square,16,POINT (-9.0336871552637 53.2959141615161),POINT (-9.04988310997304 53.2749038400661)
BR388,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239101,8460B5240701,Cairéal Mór,Headford Road Church,16,POINT (-9.0336871552637 53.2959141615161),POINT (-9.04077245592587 53.2905589484128)
BR389,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239101,8460B5225901,Cairéal Mór,Franciscan Friary,16,POINT (-9.0336871552637 53.2959141615161),POINT (-9.05329013215602 53.2750445559238)
BR390,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239201,8460B5241201,Headford Road,Eyre Square,16,POINT (-9.03804133270882 53.2923622618611),POINT (-9.04988310997304 53.2749038400661)
BR391,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5240701,8460B5254101,Headford Road Church,Woodquay Court,16,POINT (-9.04077245592587 53.2905589484128),POINT (-9.05232505584307 53.2766528452468)
BR392,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5240701,8460B5241201,Headford Road Church,Eyre Square,16,POINT (-9.04077245592587 53.2905589484128),POINT (-9.04988310997304 53.2749038400661)
BR393,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5240701,8460B5239201,Headford Road Church,Headford Road,16,POINT (-9.04077245592587 53.2905589484128),POINT (-9.03804133270882 53.2923622618611)
BR394,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5234301,The G Hotel,Ballybrit Crescent,21,POINT (-9.03186113484134 53.28114565287),POINT (-8.98602347345801 53.2969738046725)
BR395,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B555431,The G Hotel,Parkmore Road,21,POINT (-9.03186113484134 53.28114565287),POINT (-8.98720036743283 53.2992199017826)
BR396,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5234201,The G Hotel,Ballybrit Crescent,21,POINT (-9.03186113484134 53.28114565287),POINT (-8.98430476310601 53.2933391238694)
BR397,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5242301,The G Hotel,An Sean Bhaile,21,POINT (-9.03186113484134 53.28114565287),POINT (-8.98588234076402 53.288239231478)
BR398,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5241901,The G Hotel,An Fiodan,21,POINT (-9.03186113484134 53.28114565287),POINT (-8.9787805013746 53.2819975658168)
BR399,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242301,Forster Court,An Sean Bhaile,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.98588234076402 53.288239231478)
BR400,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B555431,Forster Court,Parkmore Road,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.98720036743283 53.2992199017826)
BR401,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242401,Forster Court,Briarhill Centre,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.9883461635219 53.2903668257111)
BR402,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5234201,Forster Court,Ballybrit Crescent,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.98430476310601 53.2933391238694)
BR403,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242101,Forster Court,Túr Uisce,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.98208826472157 53.28499013679)
BR404,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5234301,Forster Court,Ballybrit Crescent,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.98602347345801 53.2969738046725)
BR405,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5241901,Forster Court,An Fiodan,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.9787805013746 53.2819975658168)
BR406,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242201,Forster Court,Doughiska Road Industrial Estate,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.98358700671268 53.2862539953129)
BR407,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5241801,Forster Court,Castlegar GAA Club,21,POINT (-9.04679693115031 53.2762341542291),POINT (-8.97631244116975 53.2776678962662)
BR408,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5228101,Forster Court,ATU Galway City,21,POINT (-9.04679693115031 53.2762341542291),POINT (-9.0099941515734 53.2771986429052)
BR409,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5234301,College Road,Ballybrit Crescent,21,POINT (-9.04139459613488 53.2766679169823),POINT (-8.98602347345801 53.2969738046725)
BR410,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B555431,College Road,Parkmore Road,21,POINT (-9.04139459613488 53.2766679169823),POINT (-8.98720036743283 53.2992199017826)
BR411,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5242101,College Road,Túr Uisce,21,POINT (-9.04139459613488 53.2766679169823),POINT (-8.98208826472157 53.28499013679)
BR412,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5242401,College Road,Briarhill Centre,21,POINT (-9.04139459613488 53.2766679169823),POINT (-8.9883461635219 53.2903668257111)
BR413,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5234201,College Road,Ballybrit Crescent,21,POINT (-9.04139459613488 53.2766679169823),POINT (-8.98430476310601 53.2933391238694)
BR414,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5242201,College Road,Doughiska Road Industrial Estate,21,POINT (-9.04139459613488 53.2766679169823),POINT (-8.98358700671268 53.2862539953129)
BR415,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B525641,College Road,Eyre Square,21,POINT (-9.04139459613488 53.2766679169823),POINT (-9.0485712450164 53.2746008220436)
BR416,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232401,8460B555431,Connacht Rugby,Parkmore Road,21,POINT (-9.03778294020124 53.2792248767453),POINT (-8.98720036743283 53.2992199017826)
BR417,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232401,8460B5241901,Connacht Rugby,An Fiodan,21,POINT (-9.03778294020124 53.2792248767453),POINT (-8.9787805013746 53.2819975658168)
BR418,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B5242101,Loyola Park,Túr Uisce,21,POINT (-9.03655665017521 53.2799815004188),POINT (-8.98208826472157 53.28499013679)
BR419,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B5234301,Loyola Park,Ballybrit Crescent,21,POINT (-9.03655665017521 53.2799815004188),POINT (-8.98602347345801 53.2969738046725)
BR420,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B5242201,Loyola Park,Doughiska Road Industrial Estate,21,POINT (-9.03655665017521 53.2799815004188),POINT (-8.98358700671268 53.2862539953129)
BR421,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B555431,Loyola Park,Parkmore Road,21,POINT (-9.03655665017521 53.2799815004188),POINT (-8.98720036743283 53.2992199017826)
BR422,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5227001,Eyre Square,Renmore Park,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.02478230648328 53.2798585792824)
BR423,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241501,Eyre Square,Galway Crystal,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.99742620398334 53.274509340263)
BR424,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232101,Eyre Square,Forster Court,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.04679693115031 53.2762341542291)
BR425,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232301,Eyre Square,College Road,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.04139459613488 53.2766679169823)
BR426,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242401,Eyre Square,Briarhill Centre,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.9883461635219 53.2903668257111)
BR427,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B555431,Eyre Square,Parkmore Road,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.98720036743283 53.2992199017826)
BR428,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241401,Eyre Square,Galwegians RFC,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.01447563403046 53.2777537720436)
BR429,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242201,Eyre Square,Doughiska Road Industrial Estate,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.98358700671268 53.2862539953129)
BR430,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232401,Eyre Square,Connacht Rugby,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.03778294020124 53.2792248767453)
BR431,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5234301,Eyre Square,Ballybrit Crescent,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.98602347345801 53.2969738046725)
BR432,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241801,Eyre Square,Castlegar GAA Club,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.97631244116975 53.2776678962662)
BR433,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5234201,Eyre Square,Ballybrit Crescent,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.98430476310601 53.2933391238694)
BR434,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5228101,Eyre Square,ATU Galway City,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.0099941515734 53.2771986429052)
BR435,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242301,Eyre Square,An Sean Bhaile,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.98588234076402 53.288239231478)
BR436,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242001,Eyre Square,Sraith Fhada,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.9807853543961 53.2837605986748)
BR437,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241901,Eyre Square,An Fiodan,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.9787805013746 53.2819975658168)
BR438,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232501,Eyre Square,Loyola Park,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.03655665017521 53.2799815004188)
BR439,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242101,Eyre Square,Túr Uisce,21,POINT (-9.0485712450164 53.2746008220436),POINT (-8.98208826472157 53.28499013679)
BR440,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5226901,Eyre Square,The G Hotel,21,POINT (-9.0485712450164 53.2746008220436),POINT (-9.03186113484134 53.28114565287)
BR441,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B525641,Ballybrit RC,Eyre Square,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.0485712450164 53.2746008220436)
BR442,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5243401,Ballybrit RC,Dawn Dairies,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.01409658999614 53.2775772474704)
BR443,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5243601,Ballybrit RC,Forster Street,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.04655479215098 53.2749151230331)
BR444,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5236701,Ballybrit RC,Loyola Park,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.03606407842082 53.2800756554331)
BR445,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5229701,Ballybrit RC,The G Hotel,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.032938 53.281658)
BR446,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5236901,Ballybrit RC,Yeats College,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.04155294449566 53.2763969103634)
BR447,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5229601,Ballybrit RC,Brothers of Charity,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.02693481859563 53.2801995596007)
BR448,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5236801,Ballybrit RC,Connacht Rugby,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.0382948105457 53.2786901615763)
BR449,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B6355601,Ballybrit RC,Galway Tech Park,21,POINT (-8.98609174633832 53.297332735448),POINT (-8.98686582677608 53.2990249478803)
BR450,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5228401,Ballybrit RC,ATU Galway City,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.01056191792701 53.2771129458502)
BR451,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5243501,Ballybrit RC,Glenina Heights,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.01905017357666 53.2784337620033)
BR452,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5228301,Ballybrit RC,Woodhaven,21,POINT (-8.98609174633832 53.297332735448),POINT (-9.00510422480431 53.2764850154505)
BR453,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5236901,Briarhill Park,Yeats College,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.04155294449566 53.2763969103634)
BR454,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B525641,Briarhill Park,Eyre Square,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.0485712450164 53.2746008220436)
BR455,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5243601,Briarhill Park,Forster Street,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.04655479215098 53.2749151230331)
BR456,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5228301,Briarhill Park,Woodhaven,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.00510422480431 53.2764850154505)
BR457,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5229601,Briarhill Park,Brothers of Charity,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.02693481859563 53.2801995596007)
BR458,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5229701,Briarhill Park,The G Hotel,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.032938 53.281658)
BR459,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5243401,Briarhill Park,Dawn Dairies,21,POINT (-8.98412603603341 53.2933945230555),POINT (-9.01409658999614 53.2775772474704)
BR460,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5234401,Doughiska Road,Ballybrit RC,21,POINT (-8.98740169196158 53.2897365440405),POINT (-8.98609174633832 53.297332735448)
BR461,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5236901,Doughiska Road,Yeats College,21,POINT (-8.98740169196158 53.2897365440405),POINT (-9.04155294449566 53.2763969103634)
BR462,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5243201,Doughiska Road,Castlegar GAA Club,21,POINT (-8.98740169196158 53.2897365440405),POINT (-8.97639727167632 53.277442516671)
BR463,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5243601,Doughiska Road,Forster Street,21,POINT (-8.98740169196158 53.2897365440405),POINT (-9.04655479215098 53.2749151230331)
BR464,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B525641,Doughiska Road,Eyre Square,21,POINT (-8.98740169196158 53.2897365440405),POINT (-9.0485712450164 53.2746008220436)
BR465,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5243101,Doughiska Road,Doughiska Road,21,POINT (-8.98740169196158 53.2897365440405),POINT (-8.9774822887271 53.2809656758726)
BR466,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5229701,Doughiska Road,The G Hotel,21,POINT (-8.98740169196158 53.2897365440405),POINT (-9.032938 53.281658)
BR467,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242701,8460B525641,Merlin Pk Ind Est,Eyre Square,21,POINT (-8.98383311475246 53.2865215871145),POINT (-9.0485712450164 53.2746008220436)
BR468,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242701,8460B5243601,Merlin Pk Ind Est,Forster Street,21,POINT (-8.98383311475246 53.2865215871145),POINT (-9.04655479215098 53.2749151230331)
BR469,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242801,8460B5236801,Merlin Woods NS,Connacht Rugby,21,POINT (-8.98198268671039 53.2849640439959),POINT (-9.0382948105457 53.2786901615763)
BR470,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242801,8460B525641,Merlin Woods NS,Eyre Square,21,POINT (-8.98198268671039 53.2849640439959),POINT (-9.0485712450164 53.2746008220436)
BR471,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242801,8460B5236901,Merlin Woods NS,Yeats College,21,POINT (-8.98198268671039 53.2849640439959),POINT (-9.04155294449566 53.2763969103634)
BR472,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B525641,Galway Tech Park,Eyre Square,21,POINT (-8.98686582677608 53.2990249478803),POINT (-9.0485712450164 53.2746008220436)
BR473,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5228401,Galway Tech Park,ATU Galway City,21,POINT (-8.98686582677608 53.2990249478803),POINT (-9.01056191792701 53.2771129458502)
BR474,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5242801,Galway Tech Park,Merlin Woods NS,21,POINT (-8.98686582677608 53.2990249478803),POINT (-8.98198268671039 53.2849640439959)
BR475,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5243601,Galway Tech Park,Forster Street,21,POINT (-8.98686582677608 53.2990249478803),POINT (-9.04655479215098 53.2749151230331)
BR476,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5236901,Galway Tech Park,Yeats College,21,POINT (-8.98686582677608 53.2990249478803),POINT (-9.04155294449566 53.2763969103634)
BR477,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5236801,Galway Tech Park,Connacht Rugby,21,POINT (-8.98686582677608 53.2990249478803),POINT (-9.0382948105457 53.2786901615763)
BR478,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5236701,Galway Tech Park,Loyola Park,21,POINT (-8.98686582677608 53.2990249478803),POINT (-9.03606407842082 53.2800756554331)
