,route_long_name,g_trip_headsign,route_id,route_short_name,direction_id,variation_route_id,first_stop_id,last_stop_id,first_stop_name,last_stop_name,num_stops
BR378,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B5241201,Lochan,Eyre Square,16
BR379,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B5225901,Lochan,Franciscan Friary,16
BR380,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B526101,Lochan,Castlelawn Heights,16
BR381,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B526071,Lochan,Tirellan Heights,16
BR382,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B526081,Lochan,Tirellan Heights,16
BR383,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238701,8460B5240901,Lochan,Terryland Retail Pk,16
BR384,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238801,8460B5241201,Árd An Chóiste,Eyre Square,16
BR385,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238801,8460B5225901,Árd An Chóiste,Franciscan Friary,16
BR386,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5238801,8460B5254101,Árd An Chóiste,Woodquay Court,16
BR387,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239101,8460B5241201,Cairéal Mór,Eyre Square,16
BR388,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239101,8460B5240701,Cairéal Mór,Headford Road Church,16
BR389,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239101,8460B5225901,Cairéal Mór,Franciscan Friary,16
BR390,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5239201,8460B5241201,Headford Road,Eyre Square,16
BR391,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5240701,8460B5254101,Headford Road Church,Woodquay Court,16
BR392,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5240701,8460B5241201,Headford Road Church,Eyre Square,16
BR393,Eyre Square - Bóthar an Chóiste,Eyre Square,407,407,1,4023_65532,8460B5240701,8460B5239201,Headford Road Church,Headford Road,16
BR394,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5234301,The G Hotel,Ballybrit Crescent,21
BR395,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B555431,The G Hotel,Parkmore Road,21
BR396,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5234201,The G Hotel,Ballybrit Crescent,21
BR397,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5242301,The G Hotel,An Sean Bhaile,21
BR398,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5226901,8460B5241901,The G Hotel,An Fiodan,21
BR399,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242301,Forster Court,An Sean Bhaile,21
BR400,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B555431,Forster Court,Parkmore Road,21
BR401,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242401,Forster Court,Briarhill Centre,21
BR402,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5234201,Forster Court,Ballybrit Crescent,21
BR403,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242101,Forster Court,Túr Uisce,21
BR404,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5234301,Forster Court,Ballybrit Crescent,21
BR405,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5241901,Forster Court,An Fiodan,21
BR406,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5242201,Forster Court,Doughiska Road Industrial Estate,21
BR407,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5241801,Forster Court,Castlegar GAA Club,21
BR408,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232101,8460B5228101,Forster Court,ATU Galway City,21
BR409,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5234301,College Road,Ballybrit Crescent,21
BR410,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B555431,College Road,Parkmore Road,21
BR411,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5242101,College Road,Túr Uisce,21
BR412,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5242401,College Road,Briarhill Centre,21
BR413,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5234201,College Road,Ballybrit Crescent,21
BR414,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B5242201,College Road,Doughiska Road Industrial Estate,21
BR415,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232301,8460B525641,College Road,Eyre Square,21
BR416,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232401,8460B555431,Connacht Rugby,Parkmore Road,21
BR417,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232401,8460B5241901,Connacht Rugby,An Fiodan,21
BR418,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B5242101,Loyola Park,Túr Uisce,21
BR419,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B5234301,Loyola Park,Ballybrit Crescent,21
BR420,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B5242201,Loyola Park,Doughiska Road Industrial Estate,21
BR421,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B5232501,8460B555431,Loyola Park,Parkmore Road,21
BR422,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5227001,Eyre Square,Renmore Park,21
BR423,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241501,Eyre Square,Galway Crystal,21
BR424,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232101,Eyre Square,Forster Court,21
BR425,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232301,Eyre Square,College Road,21
BR426,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242401,Eyre Square,Briarhill Centre,21
BR427,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B555431,Eyre Square,Parkmore Road,21
BR428,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241401,Eyre Square,Galwegians RFC,21
BR429,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242201,Eyre Square,Doughiska Road Industrial Estate,21
BR430,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232401,Eyre Square,Connacht Rugby,21
BR431,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5234301,Eyre Square,Ballybrit Crescent,21
BR432,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241801,Eyre Square,Castlegar GAA Club,21
BR433,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5234201,Eyre Square,Ballybrit Crescent,21
BR434,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5228101,Eyre Square,ATU Galway City,21
BR435,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242301,Eyre Square,An Sean Bhaile,21
BR436,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242001,Eyre Square,Sraith Fhada,21
BR437,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5241901,Eyre Square,An Fiodan,21
BR438,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5232501,Eyre Square,Loyola Park,21
BR439,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5242101,Eyre Square,Túr Uisce,21
BR440,Eyre Square - Parkmore Ind. Est.,Parkmore Ind.,409,409,0,4023_65533,8460B525641,8460B5226901,Eyre Square,The G Hotel,21
BR441,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B525641,Ballybrit RC,Eyre Square,21
BR442,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5243401,Ballybrit RC,Dawn Dairies,21
BR443,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5243601,Ballybrit RC,Forster Street,21
BR444,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5236701,Ballybrit RC,Loyola Park,21
BR445,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5229701,Ballybrit RC,The G Hotel,21
BR446,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5236901,Ballybrit RC,Yeats College,21
BR447,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5229601,Ballybrit RC,Brothers of Charity,21
BR448,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5236801,Ballybrit RC,Connacht Rugby,21
BR449,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B6355601,Ballybrit RC,Galway Tech Park,21
BR450,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5228401,Ballybrit RC,ATU Galway City,21
BR451,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5243501,Ballybrit RC,Glenina Heights,21
BR452,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234401,8460B5228301,Ballybrit RC,Woodhaven,21
BR453,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5236901,Briarhill Park,Yeats College,21
BR454,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B525641,Briarhill Park,Eyre Square,21
BR455,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5243601,Briarhill Park,Forster Street,21
BR456,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5228301,Briarhill Park,Woodhaven,21
BR457,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5229601,Briarhill Park,Brothers of Charity,21
BR458,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5229701,Briarhill Park,The G Hotel,21
BR459,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5234501,8460B5243401,Briarhill Park,Dawn Dairies,21
BR460,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5234401,Doughiska Road,Ballybrit RC,21
BR461,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5236901,Doughiska Road,Yeats College,21
BR462,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5243201,Doughiska Road,Castlegar GAA Club,21
BR463,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5243601,Doughiska Road,Forster Street,21
BR464,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B525641,Doughiska Road,Eyre Square,21
BR465,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5243101,Doughiska Road,Doughiska Road,21
BR466,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242601,8460B5229701,Doughiska Road,The G Hotel,21
BR467,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242701,8460B525641,Merlin Pk Ind Est,Eyre Square,21
BR468,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242701,8460B5243601,Merlin Pk Ind Est,Forster Street,21
BR469,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242801,8460B5236801,Merlin Woods NS,Connacht Rugby,21
BR470,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242801,8460B525641,Merlin Woods NS,Eyre Square,21
BR471,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B5242801,8460B5236901,Merlin Woods NS,Yeats College,21
BR472,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B525641,Galway Tech Park,Eyre Square,21
BR473,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5228401,Galway Tech Park,ATU Galway City,21
BR474,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5242801,Galway Tech Park,Merlin Woods NS,21
BR475,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5243601,Galway Tech Park,Forster Street,21
BR476,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5236901,Galway Tech Park,Yeats College,21
BR477,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5236801,Galway Tech Park,Connacht Rugby,21
BR478,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5236701,Galway Tech Park,Loyola Park,21
BR479,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5242701,Galway Tech Park,Merlin Pk Ind Est,21
BR480,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5243501,Galway Tech Park,Glenina Heights,21
BR481,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5229601,Galway Tech Park,Brothers of Charity,21
BR482,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5243401,Galway Tech Park,Dawn Dairies,21
BR483,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5229701,Galway Tech Park,The G Hotel,21
BR484,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5228301,Galway Tech Park,Woodhaven,21
BR485,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5243301,Galway Tech Park,Lios An Uisce,21
BR486,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5242901,Galway Tech Park,An Fiodan,21
BR487,Eyre Square - Parkmore Ind. Est.,Eyre Square,409,409,1,4023_65533,8460B6355601,8460B5243101,Galway Tech Park,Doughiska Road,21
